ήθελα,185019,
ούτε,184849,
σωστά,184073,
ωραία,182810,
όμως,182573,
κάποιος,182419,
μα,182242,
κάθε,180448,
πράγματα,180390,
πες,179186,
είχα,177761,
καλή,175587,
χωρίς,172747,
μέρα,172399,
κάτω,172301,
γυναίκα,171669,
μπορούμε,171250,
μόλις,169179,
κανείς,167823,
θες,167746,
έκανε,166275,
μαμά,165347,
ακριβώς,165201,
καλύτερα,162205,
αυτόν,160249,
πάει,159670,
σήμερα,159402,
αρέσει,159218,
θέλει,157641,
λέει,152817,
πόσο,152642,
συγγνώμη,150438,
έκανα,150348,
φαίνεται,147918,
θεέ,147428,
φυσικά,147325,
λυπάμαι,146958,
μέρος,146383,
συμβαίνει,146361,
έγινε,146134,
ω,145608,ό
πας,143098,
εμένα,141834,
πεις,141589,
πολλά,141398,
όσο,139403,
στιγμή,139042,
κάποιον,138596,
λάθος,136227,
οπότε,135746,
πράγμα,134901,
έχετε,134524,
χρόνο,134446,
είπες,134116,
δυο,132682,
γίνει,131064,
εσένα,130926,
κάποια,128160,
ως,127967,
περίμενε,127290,
πρόβλημα,127000,
παιδί,125303,
εγένετο,124968,ειναι
ήσουν,124751,
πραγματικά,124385,
πάλι,124188,
άλλη,124109,
άπω,123661,απο
έκανες,122637,
οχιά,121035,οχι
όλο,120488,
χρειάζεται,119674,
βλέπω,118413,
μητέρα,117929,
υπάρχουν,117790,
πιστεύω,117487,
κυρία,116848,
δικό,116726,
ίδιο,116200,
φίλε,115979,
γρήγορα,115945,
στους,115377,
πάρει,115200,
σίγουρα,114752,
πάρω,114535,
αρκετά,114305,
μπαμπά,114015,
ιδέα,113854,
όλη,112703,
εσείς,111952,
λένε,110710,
λεφτά,110513,
γίνεται,110398,
νέα,110203,
λέω,109995,
ξέρει,109611,
πήγαινε,107513,
νομίζεις,106568,
φορές,105960,
δει,105528,
μάλλον,105385,
ήδη,104083,
είδα,102712,
σημαίνει,102351,
εμείς,102334,
ακόμη,102099,
όλους,102043,
πατέρας,100781,
μίτος,100342,οτι
κάνουν,98983,
καιρό,98785,
προς,98633,
εκτός,97474,
κόσμο,96563,
βράδυ,96166,
μωρό,95498,
συγνώμη,95309,
όνομα,94929,
πατέρα,94865,
βλέπεις,94765,
χαρά,94520,
αύριο,94465,
μπορούσα,93997,
σταμάτα,93732,
μπορείτε,93582,
μόνος,93444,
αυτές,92898,
νόμιζα,92003,
αγάπη,91877,
πρόκειται,91699,
τελευταία,91273,
άνθρωποι,89427,
πρώτη,89368,
πει,89013,
μεγάλη,89003,
καταλαβαίνω,88604,
ήξερα,88520,
δίκιο,88079,
απόψε,88020,
κανένα,87981,
συνέβη,87343,
μακριά,87252,
τέλος,87152,
ποιο,86620,
μπορούσε,86492,
απλώς,86455,
αμέσως,85924,
ξανά,85838,
πότε,85776,
τρόπο,85642,
πάρε,85426,
θέση,85314,
μήπως,85299,
αυτοί,84969,
ξέρετε,84747,
αυτούς,84620,
ήρθε,84504,
εαυτό,84024,
δική,83922,
ποια,83105,
αυτήν,82618,
μάλιστα,82558,
κάνετε,82453,
περισσότερο,82162,
κατά,81082,
πόλη,81044,
πια,80859,
κορίτσι,80783,
θέλετε,79216,
κάποιο,78582,
λεπτό,78537,
κοντά,78423,
χρειάζομαι,78191,
θέμα,78141,
μιλήσω,77923,
μέρες,77854,
είχες,77778,
τύπος,77704,
λεπτά,77291,
επίσης,77276,
χέρια,76978,
εκείνη,76912,
έρθει,76848,
βρω,76564,
τέτοιο,76361,
μερικές,75804,
πειράζει,75500,
βοήθεια,74838,
εννοώ,74735,
άνθρωπος,74550,
μεγάλο,74465,
βρούμε,74197,
ανθρώπους,73698,
δεις,73635,
καθόλου,73544,
εννοείς,73260,
ορίστε,72988,
αφού,72763,
πέρα,72751,
όπλο,72679,
σίγουρος,72561,
ιστορία,72503,
πήρε,72422,
δούμε,72219,
πρωί,72211,
ήθελε,72083,
ελπίζω,72023,
πόρτα,71820,
μάτια,71406,
κάνε,71246,
δρόμο,71128,
όλες,70574,
πιστεύεις,70501,
ομάδα,69392,
μπροστά,69111,
κακό,69104,
καλύτερο,69090,
σχέση,69053,
καλός,68972,
μόνη,68696,
ώρες,68646,
αστυνομία,68389,
φύγω,68183,
θυμάσαι,67589,
ευκαιρία,67572,
λόγο,67458,
διάολο,67182,
βοηθήσω,67151,
χέρι,67099,
αμάξι,66743,
ώστε,66105,
νύχτα,66059,
χαίρομαι,65602,
κεφάλι,65475,
πήγε,65452,
φύγε,65375,
ξέρουμε,65293,
γραφείο,65089,
βρήκα,65038,
καν,64925,
τέλεια,64578,
γαμώτο,64412,
άλλα,64344,
ελάτε,64301,
δωμάτιο,64028,
μιλάς,63953,
ίδια,63946,
δώσε,63740,
κόρη,63708,
φίλος,63577,
όπου,63542,
κανέναν,63169,
αγαπώ,62618,
πρώτα,62266,
ψέματα,61706,
οικογένεια,61664,
καμία,61644,
πάρεις,61635,
χρήματα,61591,
δηλαδή,61207,
ανησυχείς,61139,
αγόρι,60855,
τρεις,60628,
ενός,60208,
πέθανε,60173,
ωραίο,60033,
σοβαρά,59827,
αλλιώς,59580,
είχαμε,59373,
άντρας,59093,
τουλάχιστον,58865,
έρχεται,58676,
πάνε,58599,
μικρό,58467,
καρδιά,57846,
πήρα,57796,
δύσκολο,57633,
φύγουμε,57507,
πούμε,57484,
τηλέφωνο,57251,
λέμε,56866,
αργότερα,56209,
εάν,56207,
νερό,56057,
σχεδόν,55925,
τέτοια,55803,
είδες,55609,
κάπου,55286,
μεταξύ,55275,
χθες,55072,
νιώθω,55032,
προϊόν,54870,ποιός
αντίο,54847,
υπόθεση,54799,
πέντε,54178,
δώσω,54109,
μήνες,53766,
μυαλό,53746,
τρία,53667,
θυμάμαι,53607,
συμβεί,53495,
κόσμος,53462,
θέλουν,53114,
χτένα,53024,ενα
αίμα,52938,
μικρή,52830,
ρε,52804,
πάρα,52789,
σχολείο,52316,
τρόπος,52315,
σύντομα,52244,
γυναίκες,52200,
καμιά,52187,
βέβαια,51983,
μπορούν,51887,
υποθέτω,51800,
θέλουμε,51626,
σκατά,51604,
ήθελες,51523,
μπαμπάς,51292,
είχαν,51085,
άλλος,51001,
μιλήσουμε,50976,
αυτάρκης,50612,αυτο
αργά,50608,
εμάς,50350,
μερικά,50313,
άντρες,50242,
φίλοι,50188,
τρέχει,49801,
συνέχεια,49727,
φυλακή,49052,
σκέφτηκα,48899,
φύγει,48818,
ήρθες,48680,
πείτε,48333,
εκείνο,48236,
αφήσω,48205,
όσα,48141,
ήρθα,48122,
νεκρός,47979,
πλάκα,47717,
έρθεις,47602,
ποιον,47576,
σημασία,47538,
γύρω,47324,
βρεις,47087,
παιχνίδι,47076,
καλημέρα,46636,
χάρη,46596,
καταλαβαίνεις,46397,
έλεγα,46330,
κατάλαβα,46283,
σκοτώσει,46129,
σημαντικό,46071,
άσε,46049,
πολλές,45966,
πάρουμε,45878,
όνομά,45875,
συγχωρείτε,45870,
φύγεις,45838,
άντρα,45730,
κατάσταση,45634,
σκότωσε,45572,
εσάς,45555,
φαγητό,45515,
φοβάμαι,45434,
κορίτσια,45222,
παραήταν,45158,ηταν
κοπέλα,45149,
βασικά,45083,
εμπρός,45060,
λόγος,44927,
αυτοκίνητο,44773,
κανένας,44180,
ζωής,44119,
πρώτο,44082,
γονείς,44062,
απόδοση,43922,
άλλους,43655,
αστείο,43555,
γλυκιά,43547,
πεθάνει,43513,
νοιάζει,43413,
μείνε,43373,
έφυγε,43352,
ενώ,43312,
σχέδιο,43275,
υπήρχε,43239,
δολάρια,43185,
έτοιμος,43095,
τύχη,42910,
αρχή,42817,
πόδια,42739,
έρθω,42694,
άσχημα,42610,
οποίο,42572,
σωστό,42427,
όμορφη,42400,
σίγουρη,42244,
νέο,42204,
τελικά,42161,
άκουσα,42020,
προσπαθώ,41793,
βοηθήσει,41777,
πάρθηκε,41590,κε
υπερέχω,41454,εχω
μοιάζει,41288,
φίλους,41128,
περίπου,41088,
μπορούσες,40945,
αφεντικό,40354,
χρειαζόμαστε,40131,
δύναμη,40108,
κάναμε,40041,
καλύτερη,39983,
μείνει,39664,
διαφάνεια,39618,γειά
γη,39543,
έδωσε,39513,
βρήκες,39489,
περίπτωση,39475,
γιος,39412,
ραντεβού,39206,
ακούγεται,39166,
πάρτι,39163,
επόμενη,39144,
φέρω,39027,
ακούω,38821,
καλώς,38807,
περάσει,38615,
περιμένω,38595,
λειψή,38480,έι
μισό,38424,
επιλογή,38377,
σώμα,38375,
τύπο,38323,
βρει,38123,
χώρα,38023,
νοσοκομείο,38020,
μιας,37911,
τσακμάκι,37878,τζακ
βιβλίο,37870,
πλέον,37696,
μπράβο,37659,
μάθω,37621,
μείνω,37612,
φίλο,37402,
αφήσεις,37399,
περισσότερα,37349,
ακούς,37210,
καφέ,37172,
έξι,37141,
όπλα,36775,
μήνυμα,36721,
πρόσεχε,36696,
γονιό,36605,γιο
ήμασταν,36604,
σχετικά,36239,
δείτε,36160,
χρειάζεσαι,36082,
διαλόγων,36065,
άρεσε,35962,
ταινία,35921,
εύκολο,35902,
αφήστε,35858,
αξίζει,35848,
πρόσωπο,35779,
καληνύχτα,35741,
σκέφτομαι,35554,
βρίσκεται,35528,
οτιδήποτε,35519,
άκου,35347,
περιμένετε,35346,
αρέσουν,35262,
άλλον,35249,
πήρες,35211,
πήγα,35189,
συμφωνία,35169,
σκοτώσω,35047,
κρεβάτι,34980,
είπαν,34932,
μιλάω,34927,
άλλες,34785,
ποτό,34751,
προφανώς,34709,
άφησε,34692,
ερώτηση,34655,
περιμένει,34650,
ηρέμησε,34542,
δίπλα,34418,
άλλοι,34246,
αυτού,34201,
φίλη,34118,
σάμπως,34108,σαμ
κάπως,34012,
ξέρουν,33923,
βάλω,33890,
σειρά,33827,
κοιτάξτε,33754,
ήξερε,33613,
τελευταίο,33596,
τζόγος,33548,τζον
πραγματικότητα,33518,
παρά,33505,
λέτε,33420,
έδωκε,33361,εδω
μείνεις,33326,
τελείωσε,33301,
έρχομαι,33267,
ήξερες,33162,
έλεγε,33120,
γνωρίζω,33102,
γιατρός,33082,
πέρασε,33057,
ακούσει,32951,
έκαναν,32913,
δουλεύει,32828,
ρούχα,32814,
λέξη,32759,
στοιχεία,32728,
κάποιες,32467,
υπέροχο,32257,
παλιά,32230,
φωτιά,32228,
αδερφή,32114,
σημείο,32081,
ερωτήσεις,32007,
δες,32001,
πλευρά,31994,
εντελώς,31963,
δώσει,31934,
γίνω,31911,
δέκα,31899,
κομμάτι,31815,
άρα,31746,
δικά,31656,
γίνεις,31637,
περιοχή,31590,
φωτογραφία,31556,
πουθενά,31516,
λίγη,31478,
επάνω,31395,
μιλάμε,31353,
είδε,31351,
τελειώσει,31339,
εβδομάδα,31292,
βρήκαμε,31287,
μάθει,31130,
δείπνο,31080,
υπέροχα,31044,
προσοχή,31034,
πάτε,30960,
οικογένειά,30879,
περίεργο,30802,
βρήκε,30777,
μάθεις,30719,
περίμενα,30622,
είδους,30563,
προβλήματα,30555,
πληροφορίες,30554,
ημέρα,30482,
βοηθήσεις,30476,
πόσα,30445,
χριστέ,30378,
επιμέλεια,30340,
κάτσε,30324,
μιλήσει,30271,
μέλλον,30242,
μιλάει,30216,
πολλοί,30106,
ντε,30004,
ταξίδι,29934,
φύγετε,29805,
είτε,29614,
άδεια,29611,
υπερέχει,29608,εχει
άτομο,29535,
οποία,29283,
προσπάθησε,29162,
χείμαρρος,29141,εχεις
δείξω,29137,
θάνατο,29097,
μουσική,29070,
σκάφος,28977,
πόλεμο,28931,
σκέφτεσαι,28877,
κάποτε,28862,
τιμή,28797,
σκάσε,28688,
καθώς,28642,
γυρίσω,28527,
τόσα,28483,
γνώμη,28458,
επιτέλους,28412,
παντού,28375,
τμήμα,28357,
εναντίον,28309,
μακάρι,28305,
χάλια,28302,
υπό,28293,
έτοιμη,28244,
πάρτε,28243,
εκείνος,28196,
παίρνει,28193,
ζωτικός,28189,τζο
ρωτήσω,28133,
θεού,28085,
ασφάλεια,28060,
υποτίθεται,27991,
μήνα,27843,
νιώθεις,27841,
υπόσχομαι,27806,
είδος,27777,
συνήθως,27739,
έρχονται,27737,
μαλλιά,27703,
σύστημα,27587,
ντετέκτιβ,27582,
γιατρέ,27490,
όντως,27459,
λίστα,27400,
έτοιμοι,27395,
αλλάξει,27392,
γάμο,27378,
κέντρο,27377,
αποστολή,27331,
φοβάσαι,27308,
φως,27262,
δώσεις,27259,
λίγα,27210,
δώρο,27175,
τόνος,27109,οταν
χρόνος,27043,
κυρίες,27032,
κατάλαβες,27001,
πρώτος,26999,
μέση,26972,
θεό,26963,
ενδιαφέρον,26957,
συνέχισε,26911,
καλύτερος,26910,
φωτογραφίες,26855,
άνθρωπο,26763,
όμορφο,26735,
άνδρες,26695,
βάλε,26686,
τρελός,26611,
ευχαριστούμε,26596,
ίσος,26504,ισως
βδομάδα,26478,
χρειαστεί,26413,
έρευνα,26383,
φέρε,26383,
εν,26290,
νόημα,26290,
δεσποινίς,26264,
λόγια,26076,
μπορούσαμε,25932,
τέλειο,25890,
αδελφή,25790,
λείπει,25738,
στόμα,25675,
καιρός,25638,
άκρη,25628,
ματιά,25624,
συγχωρείς,25596,
έμαθα,25584,
σταματήστε,25560,
σκεφτόμουν,25548,
έλεγχο,25541,
ακούστε,25473,
μυστικό,25374,
ίδιος,25334,
μιλήσεις,25297,
περιμένεις,25294,
άντε,25272,
λακκούβα,25259,κου
πρώην,25242,
παραπάνω,25174,
σταματήσει,25119,
εξαιτίας,25042,
λιγότερο,25011,
κράτα,24978,
επίθεση,24935,
περιμένουμε,24766,
σκοτώσεις,24688,
πλοίο,24665,
δίνει,24478,
έχασα,24384,
συχνά,24341,
αφορά,24301,
θύμα,24224,
παίρνεις,24182,
βάση,24142,
ατύχημα,24123,
παίζει,24108,
ατομικό,24104,τομ
δολοφόνος,24065,
εκατομμύρια,24036,
ξενοδοχείο,24013,
βρείτε,24005,
ήρθατε,23975,
πηγαίνετε,23968,
βγει,23928,
έπεσε,23904,
δείχνει,23868,
αέρα,23827,
φραγκόσυκο,23809,φρανκ
αειθαλής,23806,εισαι
μεγάλος,23789,
βλέπετε,23780,
τίποτε,23757,
μικρέ,23680,
βγάλω,23672,
παρελθόν,23642,
μένει,23615,
πάντων,23592,
ειλικρινά,23529,
δουλειές,23491,
δικός,23468,
λόγω,23444,
ανάγκη,23442,
δουλεύω,23415,
ξαφνικά,23406,
ανάμεσα,23387,
άτομα,23350,
αγαμία,23187,ειμαι
φεύγω,23135,
κάντε,23135,
αφήσουμε,23135,
σάρα,23126,
άκουσες,23057,
γραμμή,23013,
μισώ,22978,
ψηλά,22964,
αδερφός,22943,
απάντηση,22930,
χώρο,22900,
έλεγες,22850,
πόδι,22837,
ζωντανός,22828,
σκηνή,22804,
αισθάνομαι,22791,
εκ,22780,
τελείως,22775,
νωρίς,22760,
μάνα,22754,
πίστευα,22705,
δουλεύεις,22704,
παίρνω,22686,
γιαγιά,22655,
αγόρια,22624,
σκέψου,22611,
ζήτησε,22592,
κάνατε,22565,
παράξενο,22542,
πιστεύει,22525,
αγαπάς,22523,
παρέα,22510,
ορκίζομαι,22442,
έστειλε,22369,
χάρηκα,22349,
τραγούδι,22333,
μπαρ,22331,
τραπέζι,22325,
εβδομάδες,22239,
πήγες,22197,
ίνα,22160,ναί
παλιό,22133,
σήμα,22133,
χιλιάδες,22089,
συγχαρητήρια,22085,
αντί,22065,
θανάτου,22036,
φωνή,21991,
μπάνιο,21988,
προσπαθεί,21975,
φαίνεσαι,21967,
έβαλε,21950,
ύπνο,21910,
επόμενο,21848,
δικαίωμα,21820,
λέγεται,21812,
τηλεόραση,21805,
τέσσερα,21743,
κάποιοι,21741,
επαφή,21734,
κλειδί,21725,
κρίμα,21700,
μικρός,21669,
πεθάνω,21668,
ωδείο,21633,δώ
σύμφωνα,21613,
ει,21579,
διαφορετικά,21489,
λίγες,21387,
κίνηση,21379,
έδωσα,21374,
απόφαση,21373,
αεροπλάνο,21353,
μάχη,21273,
τρελό,21227,
χάσει,21189,
κοιτάς,21144,
ανήκει,21133,
γεώτρηση,21087,εγω
μαγαζί,21079,
πρόγραμμα,21076,
λιγάκι,21038,
φέρει,21033,
αρκετό,20996,
ειδικά,20989,
μείνετε,20983,
κύριο,20978,
γεγονός,20961,
έκπληξη,20937,
αφήσει,20894,
βάλει,20871,
δις,20825,
προσέχεις,20824,
πρέπον,20819,πρεπε
κόσμου,20816,
ακούσω,20786,
δεξιά,20773,
ζητήσω,20753,
μαλακίες,20710,
ζει,20710,
σταματήσεις,20696,
βασιλιάς,20679,
προσπάθησα,20646,
όπιο,20593,ποιό
συνάντηση,20563,
χρονών,20547,
νεκρή,20491,
φόνο,20476,
κινητό,20469,
πιστέψω,20456,
γύρνα,20404,
έφερα,20395,
ψυχή,20334,
βάλεις,20326,
επιστρέψω,20254,
πηγαίνω,20201,
γιατρό,20185,
πεθάνεις,20173,
άρχισε,20114,
μηχανή,20034,
ασφαλής,20032,
προσπαθείς,20014,
γατί,19973,γιατι
άνοιξε,19964,
ψάχνω,19957,
ησυχία,19897,
μπει,19854,
απόγευμα,19848,
μέτρα,19845,
προσωπικό,19817,
πρόεδρος,19775,
νούμερο,19768,
καταλάβει,19757,
βασιλιά,19754,
καλησπέρα,19748,
σκεφτώ,19716,
πολύφημος,19635,πολυ
αγαπάω,19578,
δυνατά,19568,
έφερε,19558,
αναφορά,19549,
σήκω,19543,
καταλάβω,19512,
τέσσερις,19480,
υπέροχη,19473,
δεύτερη,19458,
εύκολα,19433,
αποδείξεις,19375,
ρύποι,19352,πρεπει
νωρίτερα,19324,
γράμμα,19309,
πολλούς,19304,
ασφαλείας,19257,
άλλοις,19256,ολα
γυρίσει,19250,
βόλτα,19200,
γνωρίζεις,19193,
περάσω,19175,
δικαστήριο,19173,
ξέχνα,19158,
πράγματι,19158,
δυνάμεις,19150,
δύσκολη,19137,
όνειρο,19119,
πρωινό,19114,
ποιοι,19066,
ήσασταν,19007,
είχατε,18978,
τσάντα,18966,
παίζεις,18940,
χτύπησε,18928,
είπατε,18891,
ναρκωτικά,18886,
αναρωτιέμαι,18877,
βλέπει,18853,
πάρετε,18850,
μεγαλύτερο,18828,
γνώρισα,18828,
φαντάζομαι,18826,
κουτί,18820,
νέος,18793,
δυστυχώς,18789,
βρες,18754,
εταιρεία,18745,
κανόνες,18732,
διαφορά,18709,
μπες,18704,
δίνω,18688,
αλλού,18674,
σταματήσω,18654,
θεία,18630,
απολύτως,18609,
σκότωσες,18585,
ελπίδα,18572,
τρελή,18446,
αληθινό,18398,
μόνοι,18397,
διαμέρισμα,18361,
επιχείρηση,18304,
άνδρας,18303,
ξέχασα,18283,
όποιος,18236,
πήραν,18206,
νομίζει,18183,
πηγαίνει,18166,
σιγά,18148,
καταλάβεις,18144,
χειρότερο,18135,
πάντως,18122,
βγες,18102,
ουτοπία,18080,ποιά
απλό,18050,
βγήκε,18041,
μάθημα,18028,
κρατήσει,17987,
παράθυρο,17983,
κρασί,17935,
αγώνα,17926,
κώλο,17903,
ηλικία,17901,
αρχίσει,17889,
μάθουμε,17850,
ωχ,17815,
κάποιου,17808,
τάξη,17758,
απίστευτο,17732,
φτάνει,17724,
τσάι,17718,
αδερφό,17708,
λατρεύω,17687,
βίντεο,17657,
θάλασσα,17647,
μίλησα,17606,
αρχεία,17602,
μεγαλύτερη,17575,
υπήρχαν,17562,
κρατήσω,17561,
πλάτη,17515,
όμορφα,17508,
κακή,17454,
κάρτα,17451,
έρθουν,17443,
σκοπό,17426,
ακούσεις,17426,
κάθαρμα,17423,
ζωές,17388,
νομίζετε,17359,
μέσω,17327,
χρόνου,17311,
σκοτώσουν,17303,
έβαλα,17296,
δίνεις,17290,
έρχεσαι,17266,
μπήκε,17231,
αριστερά,17221,
μπετόν,17220,μπεν
πλανήτη,17213,
χουρμάς,17204,εχουμε
δωμάτιό,17203,
ενδιαφέρει,17138,
εξηγήσω,17104,
όλων,17065,
σκότωσα,17046,
μάτι,17040,
στοίχημα,17039,
μείνουμε,17029,
δυνατόν,17026,
γύρισε,17024,
πρόσωπό,17018,
σχέδια,16997,
χτες,16996,
μπω,16993,
άκουσε,16992,
ήρθαν,16960,
κάθισε,16933,
ξαναδεί,16915,
αρχηγός,16912,
βγάλε,16890,
συνέταιρος,16858,εσυ
αφήνεις,16844,
γλυκό,16818,
αχ,16807,
κάλεσε,16780,
ανησυχώ,16776,
χρειάζονται,16771,
μέρη,16757,
παπούτσια,16743,
μισή,16704,
λαιμό,16671,
τυχερός,16661,
συζητήσουμε,16623,
σκύλα,16616,
μίλα,16599,
ζήτησα,16592,
χαρτιά,16582,
πάρουν,16577,
φέρεις,16562,
αδελφός,16549,
βάλουμε,16543,
βρέθηκε,16504,
πέρασα,16474,
κάμερα,16463,
βγαίνει,16453,
βδομάδες,16442,
χειρότερα,16431,
όποτε,16421,
βγούμε,16356,
σκληρά,16353,
θάνατος,16325,
βιβλία,16320,
φτιάξω,16290,
αριθμό,16288,
κτίριο,16283,
φτάσει,16279,
εποχή,16279,
αρχηγέ,16277,
ετών,16275,
χει,16184,
συγχρονισμός,16163,
γλώσσα,16148,
τράπεζα,16146,
άφησα,16128,
τάρτα,16127,τού
σφαίρα,16115,
υπηρεσία,16110,
πιθανόν,16093,
άλογο,16058,
φεύγει,15992,
πήγαν,15987,
φας,15955,
γυρίσεις,15942,
στρατό,15918,
βοήθησε,15914,
πραγματικό,15912,
διεύθυνση,15911,
προσωπικά,15880,
δόξα,15878,
πηγαίνεις,15870,
χάσω,15835,
επιστρέψει,15813,
τέρας,15806,
αισθάνεσαι,15805,
πόνο,15802,
στείλω,15794,
αισιόδοξος,15773,σαι
μικρά,15730,
κακός,15715,
εταιρία,15713,
σταματήσουμε,15696,
τηλεφώνησε,15695,
ευτυχώς,15685,
γιε,15679,
φάμε,15667,
βρήκαν,15660,
διάρκεια,15641,
μπλε,15631,
δουν,15631,
μπύρα,15630,
βασίλισσα,15615,
δάσος,15598,
κυβέρνηση,15594,
πέσει,15586,
απαντήσεις,15583,
βόμβα,15576,
στάσου,15571,
μεγάλα,15557,
συζήτηση,15555,
βγάλεις,15541,
αλλαγή,15526,
χορό,15513,
δικηγόρος,15499,
πράκτορας,15488,
θεραπεία,15481,
βαθιά,15474,
φορτηγό,15473,
κοινό,15446,
μέρους,15429,
πρόεδρε,15414,
κίνδυνο,15413,
σημάδι,15389,
βοήθειά,15387,
εύχομαι,15382,
επικίνδυνο,15382,
κομμάτια,15361,
πονάει,15334,
κόκκινο,15332,
άλλαξε,15328,
φεύγεις,15306,
δείξε,15299,
ζώα,15283,
ασφαλές,15274,
ζυγός,15256,σύζυγός
πράκτορα,15228,
πόλεμος,15226,
αδερφέ,15224,
ήρεμα,15197,
σοβαρό,15185,
φοβερό,15177,
μαχαίρι,15161,
έγκυος,15142,
κλειδιά,15114,
καθένας,15110,
διορθώσεις,15098,
διάστημα,15088,
διότι,15088,
δεύτερο,15071,
ειλικρινής,15068,
αμνηστία,15056,τζέιμς
πόσες,15055,
βεβαίως,15043,
γίνονται,15039,
γεμάτο,15034,
δώστε,15018,
νεκροί,14986,
εικόνα,14959,
ολόκληρη,14937,
τελειώσαμε,14899,
τοπάζι,14899,τζορτζ
πιστεύετε,14895,
κουζίνα,14890,
διαφορετικό,14883,
προσπαθήσω,14873,
πιάσει,14838,
αυτής,14824,
περιμένουν,14808,
δευτερόλεπτα,14794,
προσφορά,14761,
σωστή,14757,
κλειστός,14748,κει
δυνατό,14731,
εξ,14723,
βγω,14718,
σερίφη,14711,
κόλπο,14686,
νεκρό,14683,
ζωντανή,14680,
πόλης,14657,
ζευγάρι,14655,
εκτιμώ,14647,
μπάλα,14639,
έξυπνος,14622,
χαλάρωσε,14611,
σύζυγος,14587,
βγάζει,14565,
άνδρα,14562,
πολλή,14553,
μού,14547,
έχασε,14538,
διακοπές,14532,
λύση,14532,
ανανάς,14531,ενας
γνωρίζει,14521,
μέλος,14520,
θέλαμε,14516,
ψάχνεις,14509,
είδατε,14486,
ονόματα,14484,
βρίσκω,14483,
ψάχνουμε,14483,
αίσθηση,14472,
μύτη,14472,
βρουν,14461,
έγιναν,14460,
καλοί,14460,
δώσουμε,14450,
βήμα,14427,
νησί,14414,
αρχίζει,14406,
πίστη,14401,
κρατάει,14383,
επτά,14382,
λειτουργεί,14373,
θέλατε,14358,
τηλεφωνήσω,14357,
μαύρο,14355,
κρύο,14351,
κανό,14343,κάν
ζητώ,14320,
εκείνον,14313,
έδαφος,14299,
αίθουσα,14298,
αστυνομικός,14292,
βγάλουμε,14291,
επί,14284,
ξεκινήσουμε,14275,
δικηγόρο,14263,
απόλυτα,14260,
δικέ,14255,
ίχνη,14242,
έφερες,14235,
μυστικά,14226,
είπαμε,14220,
περάσεις,14174,
ήρθαμε,14161,
λέξεις,14152,
λογαριασμό,14151,
αγαπάει,14139,
φάει,14135,
ημέρες,14121,
κλαμπ,14116,
εξαφανίστηκε,14077,
έδωσες,14073,
τουαλέτα,14060,
αρκεί,14044,
ταιριάζει,14026,
έπιασε,14007,
βάζεις,14004,
γίνουν,13990,
σκέψη,13983,
έγκλημα,13979,
ελεύθερος,13954,
